league,date_utc,team,opponent,homeAway,points_for,points_against,win,point_diff,game_num,cum_wins,cum_losses,rolling_win_pct_3,rolling_point_diff_3,rolling_pf_3,rolling_pa_3,rolling_win_pct_5,rolling_point_diff_5,rolling_pf_5,rolling_pa_5,rolling_win_pct_10,rolling_point_diff_10,rolling_pf_10,rolling_pa_10,rolling_win_pct_20,rolling_point_diff_20,rolling_pf_20,rolling_pa_20,streak_signed,rest_days,ema_point_diff_10,ema_pf_10,ema_pa_10
NBA,2025-04-06 19:30:00+00:00,Los Angeles Lakers,Oklahoma City Thunder,away,126,99,1,27,147,83.0,64.0,0.6666666666666666,5.0,114.66666666666667,109.66666666666667,0.6,4.0,119.0,115.0,0.5,-3.9,114.5,118.4,0.55,-0.75,114.05,114.8,1,1.7083333333333333,0.9644659332661543,116.50474175897898,115.54027582571284
NBA,2025-04-09 00:00:00+00:00,Los Angeles Lakers,Oklahoma City Thunder,away,120,136,0,-16,148,84.0,64.0,0.6666666666666666,12.0,122.0,110.0,0.8,9.8,120.8,111.0,0.5,-2.4,115.1,117.5,0.55,0.4,115.05,114.65,2,2.1875,5.698199399945035,118.23115234825552,112.5329529483105
NBA,2025-04-09 23:30:00+00:00,Los Angeles Lakers,Dallas Mavericks,away,112,97,1,15,149,84.0,65.0,0.6666666666666666,9.0,123.33333333333333,114.33333333333333,0.6,5.2,118.0,112.8,0.5,-1.1,118.2,119.3,0.5,-0.7,115.65,116.35,-1,0.9791666666666666,1.7530722363186646,118.55276101220906,116.79968877589039
NBA,2025-04-12 02:30:00+00:00,Los Angeles Lakers,Houston Rockets,home,140,109,1,31,150,85.0,65.0,0.6666666666666666,8.666666666666666,119.33333333333333,110.66666666666667,0.6,7.0,119.6,112.6,0.6,3.5,117.9,114.4,0.5,-1.0,114.45,115.45,1,2.125,4.1616045569879985,117.36134991908013,113.19974536209213
NBA,2025-04-13 19:30:00+00:00,Los Angeles Lakers,Portland Trail Blazers,away,81,109,0,-28,151,86.0,65.0,0.6666666666666666,10.0,124.0,114.0,0.8,14.6,124.4,109.8,0.7,7.8,121.3,113.5,0.5,0.35,115.8,115.45,2,1.7083333333333333,9.041312819353816,121.477468115611,112.4361552962572
NBA,2025-04-20 00:30:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,home,95,117,0,-22,152,86.0,66.0,0.6666666666666666,6.0,111.0,105.0,0.6,5.8,115.8,110.0,0.6,4.9,117.4,112.5,0.5,-0.55,114.8,115.35,-1,6.208333333333333,2.306528670380395,114.11792845822718,111.8113997878468
NBA,2025-04-23 02:00:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,home,94,85,1,9,153,86.0,67.0,0.3333333333333333,-6.333333333333333,105.33333333333333,111.66666666666667,0.4,-4.0,109.6,113.6,0.6,2.9,115.2,112.3,0.5,-1.5,114.15,115.65,-2,3.0625,-2.112840178779677,110.64194146582224,112.7547816446019
NBA,2025-04-26 01:53:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,away,104,116,0,-12,154,87.0,67.0,0.3333333333333333,-13.666666666666666,90.0,103.66666666666667,0.6,1.0,104.4,103.4,0.6,3.1,111.2,108.1,0.55,-0.05,113.55,113.6,1,2.995138888888889,-0.09232378263791752,107.61613392658182,107.70845770921973
NBA,2025-04-27 19:50:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,away,113,116,0,-3,155,87.0,68.0,0.3333333333333333,-8.333333333333334,97.66666666666667,106.0,0.4,-4.4,102.8,107.2,0.5,1.3,111.2,109.9,0.55,-0.4,112.45,112.85,-1,1.7479166666666666,-2.257355822158296,106.95865503083967,109.21601085299795
NBA,2025-05-01 02:00:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,home,96,103,0,-7,156,87.0,69.0,0.3333333333333333,-2.0,103.66666666666667,105.66666666666667,0.2,-11.2,97.4,108.6,0.5,1.7,110.9,109.2,0.5,-1.1,112.75,113.85,-2,3.2569444444444446,-2.392382036311333,108.05708138886881,110.44946342518014
NBA,2025-10-04 02:00:00+00:00,Los Angeles Lakers,Phoenix Suns,home,81,103,0,-22,157,87.0,70.0,0.0,-7.333333333333333,104.33333333333333,111.66666666666667,0.2,-7.0,100.4,107.4,0.4,-0.6,108.1,108.7,0.45,-2.25,111.3,113.55,-3,14.0,-3.2301307569819997,105.86488477271084,109.09501552969283
NBA,2025-10-06 00:30:00+00:00,Los Angeles Lakers,Golden State Warriors,away,103,111,0,-8,158,87.0,71.0,0.0,-10.666666666666666,96.66666666666667,107.33333333333333,0.2,-7.0,97.6,104.6,0.3,-5.5,103.6,109.1,0.4,-3.95,109.35,113.3,-4,1.9375,-6.642834255712545,101.34399663221795,107.9868308879305
NBA,2025-10-13 01:30:00+00:00,Los Angeles Lakers,Golden State Warriors,home,126,116,1,10,159,87.0,72.0,0.0,-12.333333333333334,93.33333333333333,105.66666666666667,0.0,-10.4,99.4,109.8,0.3,-4.7,101.9,106.6,0.4,-2.9,110.05,112.95,-5,7.041666666666667,-6.88959166376481,101.64508815363286,108.53467981739767
NBA,2025-10-15 02:00:00+00:00,Los Angeles Lakers,Phoenix Suns,away,104,113,0,-9,160,88.0,72.0,0.3333333333333333,-6.666666666666667,103.33333333333333,110.0,0.2,-6.0,103.8,109.8,0.3,-5.2,103.3,108.5,0.45,-0.85,110.6,111.45,1,2.0208333333333335,-3.8187568158075713,106.07325394388141,109.892010759689
NBA,2025-10-16 02:30:00+00:00,Los Angeles Lakers,Dallas Mavericks,home,94,121,0,-27,161,88.0,73.0,0.3333333333333333,-2.3333333333333335,111.0,113.33333333333333,0.2,-7.2,102.0,109.2,0.2,-9.2,99.7,108.9,0.45,-0.7,110.5,111.2,-1,1.0208333333333333,-4.760801031115285,105.6962986813575,110.45709971247281
NBA,2025-10-18 02:30:00+00:00,Los Angeles Lakers,Sacramento Kings,home,116,117,0,-1,162,88.0,74.0,0.3333333333333333,-8.666666666666666,108.0,116.66666666666667,0.2,-11.2,101.6,112.8,0.2,-9.1,101.0,110.1,0.4,-2.1,109.2,111.3,-2,2.0,-8.804291752730688,103.56969892111069,112.37399067384139
NBA,2025-10-22 02:00:00+00:00,Los Angeles Lakers,Golden State Warriors,home,109,119,0,-10,163,88.0,75.0,0.0,-12.333333333333334,104.66666666666667,117.0,0.2,-7.0,108.6,115.6,0.2,-7.0,103.1,110.1,0.4,-2.05,109.15,111.2,-3,3.9791666666666665,-7.385329615870562,105.82975366272692,113.21508327859749
NBA,2025-10-25 02:00:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,home,128,110,1,18,164,88.0,76.0,0.0,-12.666666666666666,106.33333333333333,119.0,0.2,-7.4,109.8,117.2,0.1,-8.9,104.6,113.5,0.35,-2.9,107.9,110.8,-4,3.0,-7.860724231166823,106.40616208768566,114.26688631885249
NBA,2025-10-27 01:00:00+00:00,Los Angeles Lakers,Sacramento Kings,away,127,120,1,7,165,89.0,76.0,0.3333333333333333,2.3333333333333335,117.66666666666667,115.33333333333333,0.2,-5.8,110.2,116.0,0.2,-5.9,107.0,112.9,0.35,-2.3,109.1,111.4,1,1.9583333333333333,-3.158774370954673,110.33231443537917,113.49108880633385
NBA,2025-10-28 02:30:00+00:00,Los Angeles Lakers,Portland Trail Blazers,home,108,122,0,-14,166,90.0,76.0,0.6666666666666666,5.0,121.33333333333333,116.33333333333333,0.4,-2.6,114.8,117.4,0.3,-4.9,108.4,113.3,0.4,-1.6,109.65,111.25,2,1.0625,-1.3117244853265506,113.36280271985568,114.67452720518224
NBA,2025-10-30 01:30:00+00:00,Los Angeles Lakers,Minnesota Timberwolves,away,116,115,1,1,167,90.0,77.0,0.6666666666666666,3.6666666666666665,121.0,117.33333333333333,0.4,0.0,117.6,117.6,0.3,-5.6,109.6,115.2,0.35,-3.1,108.85,111.95,-1,1.9583333333333333,-3.618683669812632,112.38774767988191,116.00643134969457
NBA,2025-11-01 01:30:00+00:00,Los Angeles Lakers,Memphis Grizzlies,away,117,112,1,5,168,91.0,77.0,0.6666666666666666,-2.0,117.0,119.0,0.6,0.4,117.6,117.2,0.4,-3.3,113.1,116.4,0.35,-4.4,108.35,112.75,1,2.0,-2.7789230025739715,113.0445208289943,115.82344383156827
NBA,2025-11-03 02:30:00+00:00,Los Angeles Lakers,Miami Heat,home,130,120,1,10,169,92.0,77.0,0.6666666666666666,-2.6666666666666665,113.66666666666667,116.33333333333333,0.8,3.4,119.2,115.8,0.5,-2.0,114.5,116.5,0.4,-3.35,108.2,111.55,2,2.0416666666666665,-1.36457336574234,113.76369886008624,115.12827222582857
NBA,2025-11-04 03:00:00+00:00,Los Angeles Lakers,Portland Trail Blazers,away,123,115,1,8,170,93.0,77.0,1.0,5.333333333333333,121.0,115.66666666666667,0.8,1.8,119.6,117.8,0.5,-2.0,114.9,116.9,0.4,-3.6,109.1,112.7,3,1.0208333333333333,0.7017127007562676,116.71575361279783,116.01404091204154
NBA,2025-11-06 03:00:00+00:00,Los Angeles Lakers,San Antonio Spurs,home,118,116,1,2,171,94.0,77.0,1.0,7.666666666666667,123.33333333333333,115.66666666666667,0.8,2.0,118.8,116.8,0.6,-0.3,116.8,117.1,0.4,-4.75,108.25,113.0,4,2.0,2.0286740278914914,117.8583438650164,115.82966983712488
NBA,2025-11-09 01:00:00+00:00,Los Angeles Lakers,Atlanta Hawks,away,102,122,0,-20,172,95.0,77.0,1.0,6.666666666666667,123.66666666666667,117.0,1.0,5.2,120.8,115.6,0.7,2.6,119.2,116.6,0.45,-3.25,110.1,113.35,5,2.9166666666666665,2.0234605682748565,117.8840995259225,115.86063895764762
NBA,2025-11-11 00:00:00+00:00,Los Angeles Lakers,Charlotte Hornets,away,121,111,1,10,173,95.0,78.0,0.6666666666666666,-3.3333333333333335,114.33333333333333,117.66666666666667,0.8,1.0,118.0,117.0,0.7,0.7,117.8,117.1,0.45,-3.15,110.45,113.6,-1,1.9583333333333333,-1.9808049895932995,114.99608143030022,116.9768864198935
NBA,2025-11-13 02:47:00+00:00,Los Angeles Lakers,Oklahoma City Thunder,away,92,121,0,-29,174,96.0,78.0,0.6666666666666666,-2.6666666666666665,113.66666666666667,116.33333333333333,0.8,2.0,118.8,116.8,0.8,2.7,119.0,116.3,0.45,-3.1,111.8,114.9,1,2.115972222222222,0.19752319033275523,116.08770298842745,115.89017979809468
NBA,2025-11-15 01:00:00+00:00,Los Angeles Lakers,New Orleans Pelicans,away,118,104,1,14,175,96.0,79.0,0.3333333333333333,-13.0,105.0,118.0,0.6,-5.8,111.2,117.0,0.7,-2.0,115.4,117.4,0.45,-3.95,111.2,115.15,-1,1.9256944444444444,-5.111117389727745,111.70812062689518,116.81923801662292
NBA,2025-11-16 01:00:00+00:00,Los Angeles Lakers,Milwaukee Bucks,away,119,95,1,24,176,97.0,79.0,0.6666666666666666,-1.6666666666666667,110.33333333333333,112.0,0.6,-4.6,110.2,114.8,0.7,-1.3,114.5,115.8,0.5,-3.1,111.45,114.55,1,1.0,-1.6363687734136092,112.85209869473242,114.48846746814601
NBA,2025-11-19 03:30:00+00:00,Los Angeles Lakers,Utah Jazz,home,140,126,1,14,177,98.0,79.0,0.6666666666666666,3.0,109.66666666666667,106.66666666666667,0.6,-0.2,110.4,110.6,0.8,2.5,115.6,113.1,0.55,-1.55,112.6,114.15,2,3.1041666666666665,3.024789185388865,113.9698989320538,110.94510974666491
NBA,2025-11-24 01:00:00+00:00,Los Angeles Lakers,Utah Jazz,away,108,106,1,2,178,99.0,79.0,1.0,17.333333333333332,125.66666666666667,108.33333333333333,0.8,6.6,118.0,111.4,0.8,3.8,118.0,114.2,0.6,0.25,115.55,115.3,3,4.895833333333333,5.020282060772708,118.70264458077128,113.68236251999855
NBA,2025-11-26 04:00:00+00:00,Los Angeles Lakers,LA Clippers,home,135,118,1,17,179,100.0,79.0,1.0,13.333333333333334,122.33333333333333,109.0,0.8,5.0,115.4,110.4,0.8,3.5,117.1,113.6,0.65,0.75,115.8,115.05,4,2.125,4.471139867904942,116.75670920244923,112.28556933454425
NBA,2025-11-29 03:00:00+00:00,Los Angeles Lakers,Dallas Mavericks,home,129,119,1,10,180,101.0,79.0,1.0,11.0,127.66666666666667,116.66666666666667,1.0,14.2,124.0,109.8,0.8,4.2,117.6,113.4,0.65,1.1,116.25,115.15,5,2.9583333333333335,6.74911443737677,120.07367116564028,113.32455672826347
NBA,2025-12-01 02:30:00+00:00,Los Angeles Lakers,New Orleans Pelicans,home,133,121,1,12,181,102.0,79.0,1.0,9.666666666666666,124.0,114.33333333333333,1.0,13.4,126.2,112.8,0.8,4.4,118.2,113.8,0.7,2.05,117.5,115.45,6,1.9791666666666667,7.3401845396719025,121.69664004461477,114.35645550494284
NBA,2025-12-02 03:00:00+00:00,Los Angeles Lakers,Phoenix Suns,home,108,125,0,-17,182,103.0,79.0,1.0,13.0,132.33333333333334,119.33333333333333,1.0,11.0,129.0,118.0,0.8,5.4,119.7,114.3,0.75,4.0,119.45,115.45,7,1.0208333333333333,8.18742371427701,123.75179640013936,115.56437268586232
NBA,2025-12-05 00:30:00+00:00,Los Angeles Lakers,Toronto Raptors,away,123,120,1,3,183,103.0,80.0,0.6666666666666666,1.6666666666666667,123.33333333333333,121.66666666666667,0.8,4.8,122.6,117.8,0.8,5.7,120.3,114.6,0.75,3.2,119.05,115.85,-1,2.8958333333333335,3.607892129863008,120.88783341829583,117.27994128843281
NBA,2025-12-06 00:00:00+00:00,Los Angeles Lakers,Boston Celtics,away,105,126,0,-21,184,104.0,80.0,0.6666666666666666,-0.6666666666666666,121.33333333333333,122.0,0.8,5.0,125.6,120.6,0.8,5.0,120.5,115.5,0.8,3.85,119.75,115.9,1,0.9791666666666666,3.4973662880697334,121.27186370587839,117.77449741780865
NBA,2025-12-08 00:30:00+00:00,Los Angeles Lakers,Philadelphia 76ers,away,112,108,1,4,185,104.0,81.0,0.3333333333333333,-11.666666666666666,112.0,123.66666666666667,0.6,-2.6,119.6,122.2,0.8,5.8,121.8,116.0,0.75,1.9,118.6,116.7,-1,2.0208333333333335,-0.9567003097611275,118.31334303208232,119.27004334184343
NBA,2025-12-11 03:00:00+00:00,Los Angeles Lakers,San Antonio Spurs,home,119,132,0,-13,186,105.0,81.0,0.6666666666666666,-4.666666666666667,113.33333333333333,118.0,0.6,-3.8,116.2,120.0,0.8,4.8,121.2,116.4,0.75,1.75,117.85,116.1,1,3.1041666666666665,-0.05548207162274066,117.16546248079462,117.22094455241735
NBA,2025-12-15 01:00:00+00:00,Los Angeles Lakers,Phoenix Suns,away,116,114,1,2,187,105.0,82.0,0.3333333333333333,-10.0,112.0,122.0,0.4,-8.8,113.4,122.2,0.7,1.1,121.2,120.1,0.75,1.8,118.4,116.6,-1,3.9166666666666665,-2.4090307858731514,117.49901475701377,119.90804554288691
NBA,2025-10-05 03:00:00+00:00,Melbourne Pnx,New Orleans Pelicans,away,92,127,0,-35,1,0.0,1.0,,,,,,,,,,,,,,,,,0,3.0,,,
NBA,2025-10-03 09:30:00+00:00,Melbourne United,New Orleans Pelicans,away,97,107,0,-10,1,0.0,1.0,,,,,,,,,,,,,,,,,0,3.0,,,
NBA,2024-12-20 01:00:00+00:00,Memphis Grizzlies,Golden State Warriors,home,144,93,1,51,90,42.0,48.0,0.6666666666666666,12.666666666666666,128.33333333333334,115.66666666666667,0.8,9.8,125.4,115.6,0.8,11.5,125.3,113.8,0.7,10.45,123.25,112.8,-1,3.9375,9.055250128046612,124.44235030839528,115.38710018034867
NBA,2024-12-22 00:30:00+00:00,Memphis Grizzlies,Atlanta Hawks,away,128,112,1,16,91,43.0,48.0,0.6666666666666666,20.333333333333332,129.66666666666666,109.33333333333333,0.8,19.0,131.2,112.2,0.8,14.1,127.4,113.3,0.75,13.1,125.25,112.15,1,1.9791666666666667,16.68156828658359,127.99828661595977,111.31671832937617
NBA,2024-12-24 01:00:00+00:00,Memphis Grizzlies,LA Clippers,home,110,114,0,-4,92,44.0,48.0,0.6666666666666666,20.333333333333332,127.33333333333333,107.0,0.8,21.0,131.4,110.4,0.8,13.7,127.1,113.4,0.75,13.05,125.1,112.05,2,2.0208333333333335,16.55764677993203,127.99859814033073,111.44095136039867
NBA,2024-12-27 01:00:00+00:00,Memphis Grizzlies,Toronto Raptors,home,155,126,1,29,93,44.0,49.0,0.6666666666666666,21.0,127.33333333333333,106.33333333333333,0.6,14.6,125.4,110.8,0.7,12.2,126.1,113.9,0.7,11.65,124.2,112.55,-1,3.0,12.819892819944387,124.72612575117968,111.90623293123528
NBA,2024-12-28 01:00:00+00:00,Memphis Grizzlies,New Orleans Pelicans,away,132,124,1,8,94,45.0,49.0,0.6666666666666666,13.666666666666666,131.0,117.33333333333333,0.6,17.2,129.4,112.2,0.7,13.6,128.0,114.4,0.7,10.85,125.25,114.4,1,1.0,15.761730489045405,130.23046652369246,114.46873603464704
NBA,2024-12-30 00:00:00+00:00,Memphis Grizzlies,Oklahoma City Thunder,away,106,130,0,-24,95,46.0,49.0,0.6666666666666666,11.0,132.33333333333334,121.33333333333333,0.8,20.0,133.8,113.8,0.8,14.9,129.6,114.7,0.75,11.5,125.7,114.2,2,1.9583333333333333,14.350506763764422,130.5521998830211,116.20169311925666
NBA,2025-01-01 02:00:00+00:00,Memphis Grizzlies,Phoenix Suns,away,117,112,1,5,96,46.0,50.0,0.6666666666666666,4.333333333333333,131.0,126.66666666666667,0.6,5.0,126.2,121.2,0.7,12.0,128.7,116.7,0.75,10.55,125.1,114.55,-1,2.0833333333333335,7.37768735217089,126.08816354065362,118.71047618848272
NBA,2025-01-04 03:00:00+00:00,Memphis Grizzlies,Sacramento Kings,away,133,138,0,-5,97,47.0,50.0,0.6666666666666666,-3.6666666666666665,118.33333333333333,122.0,0.6,2.8,124.0,121.2,0.7,11.9,127.7,115.8,0.75,10.05,125.7,115.65,1,3.0416666666666665,6.9453805608670915,124.4357701696257,117.49038960875858
NBA,2025-01-05 01:30:00+00:00,Memphis Grizzlies,Golden State Warriors,away,113,121,0,-8,98,47.0,51.0,0.3333333333333333,-8.0,118.66666666666667,126.66666666666667,0.6,2.6,128.6,126.0,0.6,8.6,127.0,118.4,0.75,10.4,126.85,116.45,-1,0.9375,4.773493186163983,125.99290286605739,121.21940967989337
NBA,2025-01-07 01:00:00+00:00,Memphis Grizzlies,Dallas Mavericks,home,119,104,1,15,99,47.0,52.0,0.3333333333333333,-2.6666666666666665,121.0,123.66666666666667,0.4,-4.8,120.2,125.0,0.5,6.2,124.8,118.6,0.7,9.7,126.65,116.95,-2,1.9791666666666667,2.451039879588713,123.63055689041059,121.17951701082184
NBA,2025-01-10 01:00:00+00:00,Memphis Grizzlies,Houston Rockets,home,115,119,0,-4,100,48.0,52.0,0.3333333333333333,0.6666666666666666,121.66666666666667,121.0,0.4,-3.4,117.6,121.0,0.6,8.3,125.7,117.4,0.7,9.9,125.5,115.6,1,3.0,4.732668992390765,122.78863745579048,118.05596846339968
NBA,2025-01-12 01:00:00+00:00,Memphis Grizzlies,Minnesota Timberwolves,away,127,125,1,2,101,48.0,53.0,0.3333333333333333,1.0,115.66666666666667,114.66666666666667,0.4,0.6,119.4,118.8,0.5,2.8,122.8,120.0,0.65,8.45,125.1,116.65,-1,2.0,3.1449109937742623,121.37252155473766,118.22761056096337
NBA,2025-01-14 01:00:00+00:00,Memphis Grizzlies,Houston Rockets,away,118,120,0,-2,102,49.0,53.0,0.6666666666666666,4.333333333333333,120.33333333333333,116.0,0.4,0.0,121.4,121.4,0.5,1.4,122.7,121.3,0.65,7.55,124.9,117.35,1,2.0,2.936745358542578,122.39569945387626,119.45895409533367
NBA,2025-01-16 01:00:00+00:00,Memphis Grizzlies,San Antonio Spurs,away,129,115,1,14,103,49.0,54.0,0.3333333333333333,-1.3333333333333333,120.0,121.33333333333333,0.4,0.6,118.4,117.8,0.5,1.6,123.5,121.9,0.6,6.9,124.8,117.9,-1,2.0,2.039155293353018,121.59648137135329,119.55732607800027
NBA,2025-01-18 02:30:00+00:00,Memphis Grizzlies,San Antonio Spurs,away,140,112,1,28,104,50.0,54.0,0.6666666666666666,4.666666666666667,124.66666666666667,120.0,0.6,5.0,121.6,116.6,0.5,0.1,120.9,120.8,0.6,6.85,124.45,117.6,1,2.0625,4.213854330925196,122.94257566747086,118.72872133654566
NBA,2025-01-20 19:30:00+00:00,Memphis Grizzlies,Minnesota Timberwolves,home,108,106,1,2,105,51.0,54.0,0.6666666666666666,13.333333333333334,129.0,115.66666666666667,0.6,7.6,125.8,118.2,0.5,2.1,121.7,119.6,0.65,8.5,125.65,117.15,2,2.7083333333333335,8.538608088938796,126.04392554611252,117.50531745717372
NBA,2025-01-23 01:00:00+00:00,Memphis Grizzlies,Charlotte Hornets,home,132,120,1,12,106,52.0,54.0,1.0,14.666666666666666,125.66666666666667,111.0,0.8,8.8,124.4,115.6,0.6,4.7,121.9,117.2,0.65,8.35,125.3,116.95,3,2.2291666666666665,7.349770254586287,122.76321181045569,115.41344155586941
NBA,2025-01-25 01:00:00+00:00,Memphis Grizzlies,New Orleans Pelicans,home,139,126,1,13,107,53.0,54.0,1.0,14.0,126.66666666666667,112.66666666666667,0.8,10.8,125.4,114.6,0.6,5.4,123.4,118.0,0.65,8.65,125.55,116.9,4,2.0,8.195266571934233,124.44262784491828,116.24736127298405
NBA,2025-01-26 01:00:00+00:00,Memphis Grizzlies,Utah Jazz,home,125,103,1,22,108,54.0,54.0,1.0,9.0,126.33333333333333,117.33333333333333,1.0,13.8,129.6,115.8,0.7,7.2,124.0,116.8,0.65,7.9,125.5,117.6,5,1.0,9.06885446794619,127.08942278220584,118.02056831425966
NBA,2025-01-28 00:30:00+00:00,Memphis Grizzlies,New York Knicks,away,106,143,0,-37,109,55.0,54.0,1.0,15.666666666666666,132.0,116.33333333333333,1.0,15.4,128.8,113.4,0.8,10.2,125.2,115.0,0.65,8.2,125.0,116.8,6,1.9791666666666667,11.419971837410518,126.70952773089567,115.28955589348516
NBA,2025-01-31 02:30:00+00:00,Memphis Grizzlies,Houston Rockets,home,120,119,1,1,110,55.0,55.0,0.6666666666666666,-0.6666666666666666,123.33333333333333,124.0,0.8,2.4,122.0,119.6,0.7,5.0,123.9,118.9,0.65,6.65,124.8,118.15,-1,3.0833333333333335,2.616340594244968,122.94415905255099,120.32781845830603
NBA,2025-02-03 01:30:00+00:00,Memphis Grizzlies,Milwaukee Bucks,away,132,119,1,13,111,56.0,55.0,0.6666666666666666,-4.666666666666667,117.0,121.66666666666667,0.8,2.2,124.4,122.2,0.8,5.5,124.4,118.9,0.65,4.15,123.6,119.45,1,2.9583333333333335,2.322460486200428,122.40885740663262,120.0863969204322
NBA,2025-02-04 01:50:00+00:00,Memphis Grizzlies,San Antonio Spurs,home,128,109,1,19,112,57.0,55.0,0.6666666666666666,-7.666666666666667,119.33333333333333,127.0,0.8,2.4,124.4,122.0,0.8,6.6,124.9,118.3,0.65,4.0,123.8,119.8,2,1.0138888888888888,4.263831306891259,124.15270151451759,119.88887020762634
NBA,2025-02-06 00:30:00+00:00,Memphis Grizzlies,Toronto Raptors,away,138,107,1,31,113,58.0,55.0,1.0,11.0,126.66666666666667,115.66666666666667,0.8,3.6,122.2,118.6,0.9,8.7,125.9,117.2,0.7,5.15,124.7,119.55,3,1.9444444444444444,6.943134705638302,124.85221033005985,117.90907562442155
NBA,2025-02-09 01:00:00+00:00,Memphis Grizzlies,Oklahoma City Thunder,home,112,125,0,-13,114,59.0,55.0,1.0,21.0,132.66666666666666,111.66666666666667,0.8,5.4,124.8,119.4,0.9,10.4,126.8,116.4,0.7,5.25,123.85,118.6,4,3.0208333333333335,11.317110213704066,127.24271754277623,115.92560732907216
NBA,2025-02-12 03:00:00+00:00,Memphis Grizzlies,Phoenix Suns,away,119,112,1,7,115,59.0,56.0,0.6666666666666666,12.333333333333334,126.0,113.66666666666667,0.8,10.2,126.0,115.8,0.8,6.3,124.0,117.7,0.65,4.2,122.85,118.65,-1,3.0833333333333335,6.895817447576054,124.47131435318055,117.5754969056045
NBA,2025-02-13 03:30:00+00:00,Memphis Grizzlies,LA Clippers,away,114,128,0,-14,116,60.0,56.0,0.6666666666666666,8.333333333333334,123.0,114.66666666666667,0.8,11.4,125.8,114.4,0.8,6.8,125.1,118.3,0.7,5.75,123.5,117.75,1,1.0208333333333333,6.914759729834953,123.47652992532953,116.56177019549457
NBA,2025-02-21 00:00:00+00:00,Memphis Grizzlies,Indiana Pacers,away,113,127,0,-14,117,60.0,57.0,0.3333333333333333,-6.666666666666667,115.0,121.66666666666667,0.6,6.0,122.2,116.2,0.7,4.2,123.3,119.1,0.65,4.8,123.35,118.55,-1,7.854166666666667,3.1120761425922336,121.75352448436053,118.6414483417683
NBA,2025-02-22 00:00:00+00:00,Memphis Grizzlies,Orlando Magic,away,105,104,1,1,118,60.0,58.0,0.3333333333333333,-7.0,115.33333333333333,122.33333333333333,0.4,-0.6,119.2,119.8,0.6,1.5,120.7,119.2,0.65,4.35,122.35,118.0,-2,1.0,0.0007895712118273224,120.16197457811315,120.16118500690133
NBA,2025-02-24 00:00:00+00:00,Memphis Grizzlies,Cleveland Cavaliers,away,123,129,0,-6,119,61.0,58.0,0.3333333333333333,-9.0,110.66666666666667,119.66666666666667,0.4,-6.6,112.6,119.2,0.6,-0.6,118.7,119.3,0.7,4.8,121.95,117.15,1,2.0,0.18246419462785873,117.40525192754711,117.22278773291926
NBA,2025-02-26 01:00:00+00:00,Memphis Grizzlies,Phoenix Suns,home,151,148,1,3,120,61.0,59.0,0.3333333333333333,-6.333333333333333,113.66666666666667,120.0,0.4,-5.2,114.8,120.0,0.6,2.5,120.4,117.9,0.65,3.75,122.15,118.4,-1,2.0416666666666665,-0.9416202043953883,118.42247884981126,119.36409905420666
NBA,2025-03-01 01:00:00+00:00,Memphis Grizzlies,New York Knicks,home,113,114,0,-1,121,62.0,59.0,0.6666666666666666,-0.6666666666666666,126.33333333333333,127.0,0.4,-6.0,121.2,127.2,0.6,2.7,123.5,120.8,0.7,4.1,123.95,119.85,1,3.0,-0.2249619854144086,124.34566451348192,124.57062649889635
NBA,2025-03-02 01:00:00+00:00,Memphis Grizzlies,San Antonio Spurs,home,128,130,0,-2,122,62.0,60.0,0.3333333333333333,-1.3333333333333333,129.0,130.33333333333334,0.4,-3.4,121.0,124.4,0.5,1.3,121.6,120.3,0.65,3.95,123.25,119.3,-1,1.0,-0.3658779880663343,122.28281642012156,122.64869440818791
NBA,2025-03-04 01:00:00+00:00,Memphis Grizzlies,Atlanta Hawks,home,130,132,0,-2,123,62.0,61.0,0.3333333333333333,0.0,130.66666666666666,130.66666666666666,0.4,-1.0,124.0,125.0,0.4,-0.8,121.6,122.4,0.65,3.95,123.75,119.8,-2,2.0,-0.6629910811451827,123.32230434373582,123.98529542488102
NBA,2025-03-06 02:30:00+00:00,Memphis Grizzlies,Oklahoma City Thunder,home,103,120,0,-17,124,62.0,62.0,0.0,-1.6666666666666667,123.66666666666667,125.33333333333333,0.2,-1.6,129.0,130.6,0.3,-4.1,120.8,124.9,0.6,3.15,123.8,120.65,-3,2.0625,-0.9060836118460586,124.53643082669294,125.442514438539
NBA,2025-03-08 00:30:00+00:00,Memphis Grizzlies,Dallas Mavericks,away,122,111,1,11,125,62.0,63.0,0.0,-7.0,120.33333333333333,127.33333333333333,0.2,-3.8,125.0,128.8,0.3,-4.5,119.9,124.4,0.55,0.9,121.95,121.05,-4,1.9166666666666667,-3.832250227874048,120.62071613093059,124.45296635880464
